 1 1 1 1 1 1 1 1 1 1
 78 20 66 20 98 78 46 32 20 98
 91 32 98 32 19 91 38 78 32 82
 24 78 97 78 22 24 43 91 78 90
 80 91 19 56 87 80 23 24 91 41
 56 60 22 108 64 56 60 80 24 49
 108 23 87 91 88 108 8 56 80 63
 25 43 64 24 42 25 76 108 108 88
 30 12 62 80 31 28 86 25 25 62
 28 8 88 25 89 30 32 30 30 64
 76 86 63 28 7 47 78 28 28 87
 55 76 84 30 96 18 91 76 55 22
 93 56 46 47 4 93 24 55 93 19
 47 80 82 18 14 55 80 93 47 97
 18 24 95 93 106 9 56 47 18 110
 9 108 110 55 105 10 108 18 9 95
 10 25 41 9 103 76 25 9 10 84
 36 30 90 10 61 86 28 10 36 46
 86 47 5 36 57 8 30 36 21 45
 8 18 35 76 59 36 47 86 12 38
 12 9 77 86 27 21 18 8 43 60
 21 93 74 8 48 26 93 21 26 23
 26 28 58 60 13 71 55 26 71 43
 43 55 51 23 92 94 9 71 45 71
 45 10 73 43 17 6 10 45 52 94
 71 36 49 12 107 45 36 94 37 6
 94 21 42 21 53 43 12 6 34 52
 6 26 31 26 58 12 21 33 107 69
 33 71 96 101 81 60 26 3 109 70
 52 45 4 40 67 23 71 70 99 83
 3 94 14 102 29 38 45 69 16 85
 70 6 106 75 39 46 94 95 11 65
 83 38 7 100 2 84 6 52 102 104
 5 46 89 104 68 82 33 82 40 100
 37 84 39 85 50 95 52 46 101 109
 79 82 44 83 72 110 3 38 75 107
 85 95 54 37 44 69 83 43 100 67
 101 69 72 79 54 70 70 12 104 81
 40 110 50 34 51 83 82 60 65 58
 102 41 59 65 74 3 84 23 85 74
 75 90 57 107 73 52 110 84 79 15
 11 5 68 58 49 33 95 110 15 34
 100 37 2 53 41 101 69 90 58 79
 104 79 61 29 90 40 79 77 74 37
 34 34 105 72 5 102 37 35 77 5
 65 107 103 67 35 75 5 5 35 35
 109 99 27 81 77 11 90 37 5 77
 107 109 48 54 15 16 41 83 69 73
 53 65 13 51 34 99 49 79 70 51
 99 85 92 73 79 109 73 15 83 54
 16 83 17 49 37 85 51 34 3 44
 92 70 29 44 69 104 74 85 33 39
 17 52 67 68 70 100 77 104 6 68
 13 33 81 2 83 65 35 75 94 50
 48 3 65 61 85 34 15 101 82 72
 27 101 109 7 104 79 58 40 84 2
 59 40 99 39 65 37 81 102 95 31
 57 102 16 89 109 5 67 11 110 42
 50 75 11 42 99 49 54 100 41 89
 68 104 75 31 16 63 44 65 90 7
 39 100 102 96 11 41 39 58 73 96
 42 11 40 4 100 90 72 74 54 4
 31 16 101 14 75 35 50 73 44 14
 96 92 100 106 102 77 13 51 39 106
 4 17 104 105 40 74 92 54 2 61
 14 53 85 103 101 15 16 44 7 105
 106 29 107 27 3 58 99 81 89 103
 105 13 53 48 52 53 17 67 42 57
 103 48 15 59 33 107 107 72 31 59
 61 59 34 57 6 17 109 29 96 27
 2 57 79 50 94 92 11 92 4 48
 7 27 37 13 71 13 102 16 14 13
 89 103 83 92 26 29 40 99 106 29
 72 105 70 17 21 50 101 109 61 53
 73 61 69 99 36 72 75 107 105 17
 74 2 52 16 8 44 100 53 103 92
 77 68 3 11 86 67 104 17 27 99
 35 50 33 109 76 81 65 13 57 16
 15 72 6 15 10 54 85 48 59 11
 58 67 94 74 9 51 34 27 48 75
 81 81 71 77 55 73 53 59 13 102
 67 58 45 35 93 39 29 57 50 40
 29 15 38 5 18 68 68 50 68 101
 44 35 43 90 47 57 61 68 72 3
 54 77 26 41 30 59 106 103 29 33
 51 74 21 63 28 48 105 105 92 26
 49 49 12 88 25 27 103 106 17 21
 41 73 23 62 108 103 27 61 53 12
 90 51 60 64 56 105 48 2 67 8
 110 54 86 87 80 61 59 39 81 36
 69 44 8 22 24 106 57 89 51 10
 95 39 36 19 91 14 2 7 49 86
 82 89 10 97 78 4 89 14 63 76
 84 7 9 84 32 96 7 4 88 55
 46 106 18 82 20 31 14 96 64 9
 38 14 47 95 60 42 4 31 87 93
 23 4 93 110 23 7 96 42 22 18
 60 96 55 69 12 2 31 88 19 47
 32 31 76 70 43 89 42 63 62 30
 20 42 28 3 38 88 63 49 97 28
 66 88 30 52 46 62 88 41 46 25
 97 63 25 33 45 97 64 97 38 108
 62 97 108 6 82 64 87 62 23 80
 63 62 56 94 95 87 22 64 60 56
 88 64 80 71 110 22 19 87 8 66
 64 87 24 45 84 19 62 22 86 20
 87 22 91 38 63 98 97 19 76 32
 22 19 78 46 62 66 98 98 56 24
 19 98 32 98 97 32 66 66 66 91
 98 66 20 66 66 20 20 20 98 78
