 1 1 1 1 1 1 1 1 1 1
 66 66 66 66 66 66 66 66 66 66
 98 98 98 98 98 98 98 98 98 98
 97 97 97 97 97 97 97 97 97 97
 19 19 19 19 19 19 19 19 19 19
 22 22 22 22 22 22 22 22 22 22
 87 87 87 87 87 87 87 87 87 87
 64 64 64 64 64 64 64 64 64 64
 62 62 62 62 62 62 62 62 62 62
 88 88 88 88 88 88 88 88 88 88
 63 63 63 63 63 63 63 63 63 63
 49 49 49 49 49 49 49 49 49 49
 41 41 41 41 41 41 41 41 41 41
 35 35 35 35 35 35 35 35 35 35
 77 77 77 77 77 77 77 77 77 77
 74 74 74 74 74 74 74 74 74 74
 73 73 73 73 73 73 73 73 73 73
 51 51 51 51 51 51 51 51 51 51
 54 54 54 54 54 54 54 54 54 54
 44 44 44 44 44 44 44 44 44 44
 39 39 39 39 39 39 39 39 39 39
 2 2 2 2 2 2 2 2 2 2
 7 7 7 7 7 7 7 7 7 7
 89 89 89 89 89 89 89 89 89 89
 42 42 42 42 42 42 42 42 42 42
 31 31 31 31 31 31 31 31 31 31
 96 96 96 96 96 96 96 96 96 96
 4 4 4 4 4 4 4 4 4 4
 14 14 14 14 14 14 14 14 14 14
 106 106 106 106 106 106 106 106 106 106
 61 61 61 61 61 61 61 61 61 61
 105 105 105 105 105 105 105 105 105 105
 103 103 103 103 103 103 103 103 103 103
 27 27 27 27 27 27 27 27 27 27
 48 48 48 48 48 48 48 48 48 48
 59 59 59 59 59 59 59 59 59 59
 57 57 57 57 57 57 57 57 57 57
 68 68 68 68 68 68 68 68 68 68
 50 50 50 50 50 50 50 50 50 50
 72 72 72 72 72 72 72 72 72 72
 29 29 29 29 29 29 29 29 29 29
 13 13 13 13 13 13 13 13 13 13
 92 92 92 92 92 92 92 92 92 92
 16 16 16 16 16 16 16 16 16 16
 99 99 99 99 99 99 99 99 99 99
 17 17 17 17 17 17 17 17 17 17
 109 53 53 53 53 53 109 53 53 53
 65 67 67 67 67 67 65 67 67 67
 11 81 81 81 81 81 11 81 81 81
 102 107 107 107 107 107 102 107 107 107
 40 109 109 109 109 109 40 109 109 109
 101 65 65 65 65 65 101 65 65 65
 75 11 11 11 11 11 75 11 11 11
 100 102 102 102 102 102 100 102 102 102
 104 40 40 40 40 40 104 40 40 40
 85 101 101 101 101 101 85 101 101 101
 34 75 75 75 75 75 34 75 75 75
 107 100 100 100 100 100 107 100 100 100
 53 104 104 104 104 104 53 104 104 104
 67 85 85 85 85 85 67 85 85 85
 81 34 34 34 34 34 81 34 34 34
 58 58 58 58 58 58 58 58 58 58
 15 15 15 15 15 15 15 15 15 15
 79 79 79 79 79 79 79 79 79 79
 83 83 83 83 83 83 83 83 83 83
 37 37 37 37 37 37 37 37 37 37
 5 5 5 5 5 5 5 5 5 5
 90 90 90 90 90 90 90 90 90 90
 110 110 110 110 110 110 110 110 110 110
 95 95 95 95 95 95 95 95 95 95
 69 69 69 69 69 69 69 69 69 69
 70 70 70 70 70 70 70 70 70 70
 3 3 3 3 3 3 3 3 3 3
 52 52 52 52 52 52 52 52 52 52
 33 33 33 33 33 33 33 33 33 33
 6 6 6 6 6 6 6 6 6 6
 94 94 94 94 94 94 94 94 94 94
 71 71 71 71 71 71 71 71 71 71
 45 45 45 45 45 45 45 45 45 45
 82 82 82 82 82 82 82 82 82 82
 84 84 84 84 84 84 84 84 84 84
 46 46 46 46 46 46 46 46 46 46
 38 38 38 38 38 38 38 38 38 38
 43 43 43 43 43 43 43 43 43 43
 23 23 23 23 23 23 23 23 23 23
 60 60 60 60 60 60 60 60 60 60
 12 12 12 12 12 12 12 12 12 12
 26 26 26 26 26 26 26 26 26 26
 21 21 21 21 21 21 21 21 21 21
 36 36 36 36 36 36 36 36 36 36
 8 8 8 8 8 8 8 8 8 8
 86 86 86 86 86 86 86 86 86 86
 76 76 76 76 76 76 76 76 76 76
 55 55 55 55 55 55 55 55 55 55
 10 10 10 10 10 10 10 10 10 10
 9 9 9 9 9 9 9 9 9 9
 18 18 18 18 18 18 18 18 18 18
 47 47 47 47 47 47 47 47 47 47
 93 93 93 93 93 93 93 93 93 93
 28 28 28 28 28 28 28 28 28 28
 30 30 30 30 30 30 30 30 30 30
 25 25 25 25 25 25 25 25 25 25
 108 108 108 108 108 108 108 108 108 108
 56 56 56 56 56 56 56 56 56 56
 80 80 80 80 80 80 80 80 80 80
 24 24 24 24 24 24 24 24 24 24
 91 91 91 91 91 91 91 91 91 91
 78 78 78 78 78 78 78 78 78 78
 32 32 32 32 32 32 32 32 32 32
 20 20 20 20 20 20 20 20 20 20
