 1 1 1 1 1 1 1 1 1 1
 66 66 66 66 66 66 66 66 66 66
 98 98 98 98 98 98 98 98 98 98
 19 19 19 19 19 19 19 19 19 19
 22 22 22 22 22 22 22 22 22 22
 87 87 87 87 87 87 87 87 87 87
 64 64 64 64 64 64 64 64 64 64
 62 62 62 62 62 62 62 62 62 62
 97 97 97 97 97 97 97 97 97 97
 63 63 63 63 63 63 63 63 63 63
 88 88 88 88 88 88 88 88 88 88
 42 42 42 42 42 42 42 42 42 42
 89 89 89 89 89 89 89 89 89 89
 7 31 31 31 31 31 31 31 31 31
 2 96 96 96 96 96 96 96 96 96
 39 4 4 4 4 4 4 4 4 4
 44 14 14 14 14 14 14 14 14 14
 54 61 61 61 61 61 61 61 61 61
 51 59 103 59 103 103 59 59 103 59
 73 57 105 57 105 105 57 57 105 57
 74 68 106 68 106 106 68 68 106 68
 81 50 7 50 7 7 50 50 7 50
 53 72 2 72 2 2 72 72 2 72
 17 67 39 67 39 39 67 67 39 67
 29 29 44 29 44 44 29 29 44 29
 67 17 54 17 54 54 17 17 54 17
 72 53 51 53 51 51 53 53 51 53
 50 81 73 81 73 73 81 81 73 81
 68 58 74 107 74 74 107 58 74 58
 57 107 81 109 81 81 109 107 81 107
 59 109 53 99 53 53 99 109 53 109
 61 99 17 11 17 17 11 99 17 99
 14 11 29 16 29 29 16 11 29 11
 4 16 67 92 67 67 92 16 67 16
 96 92 72 13 72 72 13 92 72 92
 31 13 50 48 50 50 48 13 50 13
 106 48 68 27 68 68 27 48 68 48
 105 27 57 103 57 57 103 27 57 27
 103 103 59 105 59 59 105 103 59 103
 27 105 27 106 27 27 106 105 27 105
 48 106 48 7 48 48 7 106 48 106
 13 7 13 2 13 13 2 7 13 7
 92 2 92 39 92 92 39 2 92 2
 16 39 16 44 16 16 44 39 16 39
 11 44 11 54 11 11 54 44 11 44
 99 54 99 51 99 99 51 54 99 54
 109 51 109 73 109 109 73 51 109 51
 107 73 107 74 107 107 74 73 107 73
 58 74 58 58 58 58 58 74 58 74
 15 15 15 15 15 15 15 77 15 15
 34 34 34 34 34 34 34 35 34 34
 79 79 79 79 79 79 79 5 79 79
 85 85 85 85 85 85 85 90 85 85
 65 65 65 65 65 65 65 49 65 65
 104 104 104 104 104 104 104 41 104 104
 100 100 100 100 100 100 100 110 100 100
 75 75 75 75 75 75 75 95 75 75
 102 102 102 102 102 102 102 69 102 102
 40 40 40 40 40 40 40 3 40 40
 101 101 101 101 101 101 101 101 101 101
 3 3 3 3 3 3 3 40 70 3
 70 69 69 69 69 69 69 102 83 69
 83 95 95 95 95 95 95 75 37 95
 37 110 110 110 110 110 110 100 77 110
 77 41 41 41 41 41 41 104 35 41
 35 49 49 49 49 49 49 65 5 49
 5 90 90 90 90 90 90 85 90 90
 90 5 5 5 5 5 5 79 49 5
 49 35 35 35 35 35 35 34 41 35
 41 77 77 77 77 77 77 15 110 77
 110 37 37 37 37 37 37 37 95 37
 95 83 83 83 83 83 83 83 69 83
 69 70 70 70 70 70 70 70 52 70
 52 52 52 52 52 52 52 52 3 52
 33 33 33 33 33 33 33 33 33 33
 6 6 6 6 6 6 6 6 6 6
 94 94 94 94 94 94 94 94 94 94
 71 71 71 71 71 71 71 71 71 71
 45 45 45 45 45 45 45 45 45 45
 82 82 82 82 82 82 82 82 82 82
 84 84 84 84 84 84 84 84 84 84
 46 46 46 46 46 46 46 46 46 46
 38 38 38 38 38 38 38 38 38 38
 26 26 26 26 26 26 26 26 26 26
 21 21 21 21 21 21 21 21 21 21
 36 36 36 36 36 36 36 36 36 36
 12 12 12 12 12 12 12 12 12 12
 43 43 43 43 43 43 43 43 43 43
 23 23 23 23 23 23 23 23 23 23
 60 60 60 60 60 60 60 60 60 60
 8 8 8 8 8 8 8 8 8 8
 86 86 86 86 86 86 86 86 86 86
 76 76 76 76 76 76 76 76 76 76
 28 28 28 28 28 28 28 28 28 28
 55 55 55 55 55 55 55 55 55 55
 10 10 10 10 10 10 10 10 10 10
 9 9 9 9 9 9 9 9 9 9
 93 93 93 93 93 93 93 93 93 93
 18 18 18 18 18 18 18 18 18 18
 47 47 47 47 47 47 47 47 47 47
 30 30 30 30 30 30 30 30 30 30
 25 25 25 25 25 25 25 25 25 25
 108 108 108 108 108 108 108 108 108 108
 56 56 56 56 56 56 56 56 56 56
 80 80 80 80 80 80 80 80 80 80
 24 24 24 24 24 24 24 24 24 24
 91 91 91 91 91 91 91 91 91 91
 78 78 78 78 78 78 78 78 78 78
 32 32 32 32 32 32 32 32 32 32
 20 20 20 20 20 20 20 20 20 20
