 1 1 1 1 1 1 1 1 1 1
 26 26 26 12 26 26 26 26 26 12
 10 10 10 15 10 10 10 10 10 15
 8 8 8 34 8 11 11 8 11 34
 24 9 9 9 24 28 28 24 24 26
 11 24 24 8 11 24 24 11 8 10
 28 11 11 26 28 8 8 28 9 11
 6 28 28 10 6 9 9 6 14 24
 9 6 6 24 25 14 14 13 3 8
 3 13 13 11 5 3 3 25 16 9
 16 25 25 28 27 16 16 5 17 14
 13 5 5 6 29 17 13 27 13 3
 25 27 27 16 19 13 6 29 6 16
 5 29 29 3 33 6 25 19 28 17
 27 19 19 14 30 25 5 33 25 13
 29 33 33 17 7 5 27 2 5 6
 19 30 17 13 4 27 29 32 27 28
 33 7 16 25 32 29 19 30 29 25
 30 4 3 5 23 19 33 7 19 5
 7 32 14 27 20 33 17 4 33 27
 4 23 21 29 22 2 21 23 2 29
 32 20 2 19 2 21 2 20 21 19
 23 22 22 33 21 22 22 22 22 33
 20 2 23 2 17 32 32 21 32 2
 22 21 32 21 13 30 30 17 30 21
 2 17 4 22 16 7 7 16 7 22
 21 16 30 32 3 4 4 3 4 32
 17 3 7 30 14 23 23 14 23 30
 14 14 20 7 9 20 20 9 20 7
 34 34 34 4 34 34 34 34 34 4
 15 15 15 23 15 15 15 15 15 23
 12 12 12 20 12 12 12 12 12 20
 31 31 31 31 31 31 31 31 31 31
 18 18 18 18 18 18 18 18 18 18
