 1 1 1 1 1 1 1 1 1 1
 91 20 78 20 66 56 66 98 98 98
 24 32 91 98 98 108 98 87 62 23
 80 78 32 19 19 25 60 22 64 38
 56 91 20 22 22 80 23 19 87 43
 108 24 66 87 87 24 12 97 22 12
 25 80 24 64 64 91 8 62 19 21
 28 56 80 62 97 78 21 64 97 26
 86 108 56 63 62 32 26 88 88 71
 76 25 108 49 88 20 71 63 63 45
 55 30 25 88 63 46 94 49 49 94
 30 28 30 97 41 38 6 73 77 6
 47 55 28 84 110 71 33 44 35 33
 18 93 55 82 95 26 52 54 5 52
 93 47 93 95 90 21 3 51 85 3
 9 18 47 110 5 12 83 74 104 70
 10 9 18 41 35 36 70 35 102 83
 36 10 9 90 49 55 69 5 40 37
 8 36 76 35 73 28 5 95 101 79
 60 21 86 77 74 30 37 69 75 34
 23 43 10 74 77 47 79 70 11 85
 43 26 36 73 15 18 109 83 16 104
 12 71 8 51 58 93 107 3 99 100
 21 45 12 58 29 9 53 52 100 75
 26 82 21 15 50 10 58 33 65 101
 71 52 43 5 59 76 15 94 34 40
 45 6 23 69 13 86 34 71 109 102
 38 94 60 52 92 8 85 26 107 11
 46 33 38 37 48 60 65 43 17 16
 84 3 46 34 27 23 102 45 92 92
 82 70 84 104 103 43 40 82 29 17
 52 83 110 100 105 45 101 6 13 13
 70 79 95 65 106 94 104 101 48 48
 83 15 69 109 14 6 100 40 59 50
 37 77 83 107 4 52 75 102 57 72
 79 73 37 29 96 70 11 75 61 29
 85 51 79 44 31 83 16 100 106 67
 104 58 70 54 42 3 99 11 105 54
 101 74 82 81 89 33 17 16 27 44
 40 35 45 67 7 82 92 99 103 39
 102 49 94 50 39 84 13 92 14 68
 75 88 71 57 2 95 48 13 4 57
 100 64 26 59 61 110 27 48 96 59
 11 87 6 48 57 49 59 59 7 27
 109 22 33 27 68 73 57 57 31 103
 65 19 52 61 72 51 50 27 42 105
 34 97 3 106 44 74 72 103 89 4
 15 62 102 2 54 77 67 105 39 14
 35 63 40 68 51 35 29 106 2 106
 77 42 101 72 81 90 68 14 68 61
 74 31 75 39 67 41 2 4 50 2
 73 96 100 7 53 69 7 96 72 42
 51 4 104 89 17 5 106 31 53 31
 81 105 65 42 99 37 61 42 67 96
 67 61 85 31 16 79 103 89 44 7
 17 106 34 96 11 101 105 39 54 89
 29 14 15 4 102 40 14 50 51 64
 50 7 58 14 40 102 4 61 73 87
 72 89 81 105 101 75 96 7 74 22
 54 39 74 103 75 11 31 2 81 19
 44 2 77 13 85 100 42 68 58 97
 39 57 35 92 104 104 89 72 15 62
 2 103 5 17 100 65 39 67 79 88
 68 27 90 53 65 85 44 81 37 63
 61 59 41 99 109 34 54 58 83 49
 7 50 63 16 107 67 81 15 70 73
 89 68 49 11 34 29 77 29 90 51
 42 72 73 75 79 50 35 17 41 81
 31 44 51 102 37 59 74 53 110 53
 96 54 54 40 83 57 51 107 84 107
 4 81 44 101 70 2 73 109 82 99
 14 67 72 85 69 68 49 65 95 109
 106 29 29 79 52 72 88 104 69 65
 105 53 67 83 3 44 64 85 3 15
 103 17 53 70 33 54 87 34 52 58
 27 13 107 3 6 81 22 79 33 74
 48 48 109 33 94 58 19 37 6 77
 59 92 11 46 45 15 97 77 94 35
 57 99 16 38 82 53 62 90 71 5
 13 107 99 60 84 107 63 41 45 90
 92 109 17 23 46 109 41 110 38 41
 16 16 92 43 38 99 90 84 46 110
 99 11 13 71 43 16 110 46 60 69
 107 100 48 94 23 92 95 38 23 95
 53 75 27 6 60 17 82 23 43 82
 58 102 105 45 12 13 84 60 26 84
 90 40 103 26 71 48 46 8 21 46
 110 101 59 21 26 27 38 12 12 60
 95 104 57 12 21 103 45 21 36 66
 94 65 50 8 36 105 43 36 8 86
 6 85 68 36 8 61 36 10 86 8
 33 34 39 10 86 106 10 86 76 36
 3 37 2 9 28 14 86 76 55 10
 69 5 7 18 76 4 76 55 10 9
 5 69 61 47 10 96 55 9 9 18
 41 95 106 93 9 7 9 18 93 47
 49 90 14 55 55 31 93 47 18 93
 63 41 4 76 93 42 18 93 47 55
 88 110 96 86 18 89 47 28 30 76
 62 84 31 28 47 39 30 30 28 28
 97 46 89 30 30 63 28 25 25 30
 64 38 42 25 25 88 25 108 108 25
 87 23 88 108 108 64 108 56 56 108
 22 60 62 56 56 87 80 80 80 56
 19 12 97 80 80 22 56 24 24 80
 98 8 64 24 24 19 32 91 91 24
 66 76 87 91 91 62 20 78 78 91
 20 86 22 78 78 97 78 32 32 78
 32 66 19 32 32 98 91 20 20 32
 78 98 98 66 20 66 24 66 66 20
