 1 1 1 1 1 1 1 1 1 1
 20 66 98 78 32 19 20 66 98 60
 98 98 97 91 78 22 66 91 97 23
 60 97 64 24 91 87 98 78 19 8
 23 62 87 56 24 64 60 20 22 86
 38 19 22 80 20 88 38 32 87 66
 46 22 19 108 56 63 46 108 64 20
 84 87 62 25 80 62 84 25 62 32
 63 64 88 30 108 97 110 30 88 78
 88 88 63 28 25 98 41 47 63 91
 62 63 49 86 30 66 90 18 49 24
 64 42 73 76 28 28 5 93 44 80
 87 31 35 55 55 55 35 9 68 56
 22 89 5 93 93 76 49 55 39 108
 19 7 90 47 47 86 73 28 42 25
 97 96 41 18 18 8 77 56 31 30
 49 4 66 9 9 12 15 80 96 28
 41 14 56 10 10 60 37 24 7 76
 110 106 108 36 36 23 70 60 89 55
 95 61 25 21 76 38 83 23 2 93
 82 105 30 26 86 46 79 86 57 47
 6 103 28 71 8 84 34 76 103 18
 52 27 10 94 12 82 85 10 61 9
 3 48 9 45 21 45 65 36 106 10
 69 92 18 38 38 33 100 8 14 36
 70 13 47 46 46 3 104 12 4 21
 83 59 93 84 84 70 101 21 105 12
 35 57 55 82 82 83 40 43 27 43
 90 50 76 95 95 5 102 26 59 26
 5 72 86 110 69 15 75 71 50 71
 37 68 8 69 70 109 11 45 48 33
 79 2 36 52 83 34 16 94 13 52
 85 39 21 6 37 79 99 6 17 3
 34 44 12 33 110 37 109 33 92 70
 15 54 23 3 41 90 107 52 16 69
 58 67 43 83 35 35 53 3 99 95
 65 29 26 70 77 77 58 70 53 82
 109 17 71 37 74 58 74 69 58 6
 107 53 94 5 73 81 51 84 81 94
 53 107 6 90 51 67 54 46 67 45
 29 34 33 49 81 53 81 38 29 38
 67 65 52 73 67 107 67 82 72 46
 81 75 3 51 72 99 17 95 54 84
 77 102 70 67 54 65 92 110 51 110
 74 40 83 54 44 85 13 90 73 90
 73 101 101 44 39 104 29 35 35 5
 51 100 40 39 2 100 44 5 77 83
 54 11 102 14 89 75 72 37 74 85
 44 16 75 106 7 101 50 83 90 65
 42 99 100 61 96 40 57 85 5 100
 31 109 104 103 4 102 59 65 37 104
 2 104 85 105 31 11 48 100 70 101
 39 85 65 4 42 16 27 104 52 40
 89 15 11 96 88 92 103 101 3 102
 7 79 16 7 64 17 105 40 83 75
 96 83 99 31 87 13 106 102 79 99
 4 37 109 42 22 48 61 75 15 16
 14 5 107 89 19 59 68 11 34 11
 106 35 17 2 97 27 39 16 85 109
 68 77 92 68 62 103 2 99 65 107
 72 74 13 72 63 105 7 109 104 58
 50 58 48 29 49 61 14 107 100 51
 59 81 27 50 90 106 4 53 109 74
 57 51 103 57 5 14 96 29 107 77
 61 73 105 59 15 4 31 44 11 15
 105 49 61 27 58 96 42 39 75 34
 103 41 106 48 53 31 89 2 102 79
 27 90 14 13 17 42 63 7 40 37
 48 110 4 92 29 89 88 89 101 81
 13 84 96 99 50 7 62 42 33 54
 92 46 7 107 68 2 64 31 6 44
 17 23 2 109 57 39 87 96 94 72
 99 38 39 65 106 68 22 4 71 50
 16 45 89 34 14 57 19 61 45 13
 11 94 42 15 61 50 97 106 38 29
 100 6 31 79 105 29 95 14 46 67
 104 52 57 85 103 72 69 105 84 53
 75 3 59 104 27 44 3 103 110 17
 102 70 50 102 59 54 33 27 41 92
 40 69 68 40 48 51 94 92 69 48
 101 95 72 101 13 74 6 17 95 27
 33 82 29 75 92 73 52 13 82 59
 94 33 53 100 99 49 82 48 43 57
 45 71 67 11 16 41 45 59 26 68
 71 26 44 16 11 110 71 57 21 2
 26 43 54 17 100 95 26 68 36 42
 43 12 51 53 109 69 43 50 10 7
 21 60 74 81 107 52 23 72 9 61
 12 86 77 58 34 6 12 54 18 103
 86 8 81 74 79 94 21 51 47 105
 76 21 58 77 85 71 36 67 93 106
 8 36 15 35 65 26 8 81 30 14
 36 10 34 41 104 43 86 58 108 4
 10 9 79 63 75 21 76 34 56 96
 9 55 37 88 102 36 55 79 80 31
 18 93 69 64 40 10 10 15 25 89
 47 18 95 87 101 9 9 77 28 39
 93 47 110 22 3 93 93 74 55 73
 55 30 84 19 52 18 18 73 76 35
 28 76 82 62 33 47 47 41 86 41
 30 28 45 97 6 30 30 49 8 49
 25 25 38 98 94 25 28 63 12 63
 108 108 46 66 71 108 25 88 23 88
 56 56 60 60 45 56 108 64 60 62
 80 80 80 23 26 80 56 87 66 97
 24 24 24 43 43 24 80 22 24 64
 91 91 91 12 23 91 24 19 91 87
 78 78 78 8 60 78 91 62 78 22
 32 20 32 32 98 32 78 97 32 19
 66 32 20 20 66 20 32 98 20 98
