 1 1 1 1 1 1 1 1 1 1
 26 26 26 26 26 26 26 26 26 26
 10 10 10 10 10 10 10 10 10 10
 11 11 11 11 11 11 11 11 11 11
 24 24 24 24 24 24 24 24 24 24
 8 8 8 8 8 8 8 8 8 8
 9 9 9 9 9 9 9 9 9 9
 14 14 14 14 14 14 14 14 14 14
 3 3 3 3 3 3 3 3 3 3
 16 16 16 16 16 16 16 16 16 16
 17 17 17 17 17 17 17 17 17 17
 13 13 13 13 13 13 13 13 13 13
 6 6 6 6 6 6 6 6 6 6
 28 28 28 28 28 28 28 28 28 28
 25 25 25 25 25 25 25 25 25 25
 5 5 5 5 5 5 5 5 5 5
 27 27 27 27 27 27 27 27 27 27
 29 29 29 29 29 29 29 29 29 29
 19 19 19 19 19 19 19 19 19 19
 33 33 33 33 33 33 33 33 33 33
 2 2 2 2 2 2 2 2 2 2
 21 21 21 21 21 21 21 21 21 21
 22 22 22 22 22 22 22 22 22 22
 32 32 32 32 32 32 32 32 32 32
 30 30 30 30 30 30 30 30 30 30
 7 7 7 7 7 7 7 7 7 7
 4 4 4 4 4 4 4 4 4 4
 23 23 23 23 23 23 23 23 23 23
 20 20 20 20 20 20 20 20 20 20
 34 34 34 34 34 34 34 34 34 34
 15 15 15 15 15 15 15 15 15 15
 12 12 12 12 12 12 12 12 12 12
 31 31 31 31 31 31 31 31 31 31
 18 18 18 18 18 18 18 18 18 18
